work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2025,MI,FT,Machine Learning Engineer,129300,USD,129300,US,0,US,L
2025,EN,FT,Analyst,59600,USD,59600,US,0,US,M
2025,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
2025,SE,FT,Manager,598287,USD,598287,US,0,US,M
2025,MI,FT,Associate,65523,USD,65523,US,0,US,M
2025,MI,FT,Manager,33336,EUR,35090,AT,0,AT,M
2025,EN,FT,Data Management Specialist,60500,USD,60500,US,0,US,M
2025,SE,FT,Data Engineer,108000,USD,108000,CA,0,CA,M
2025,SE,FT,Platform Engineer,294000,USD,294000,US,0,US,M
2025,SE,FT,Data Engineer,55000,EUR,57894,FR,0,FR,M
2025,SE,FT,Engineer,273000,USD,273000,US,0,US,M
2025,SE,FT,Data Engineer,92600,EUR,97473,IE,0,IE,M
2025,MI,FT,Analyst,100000,USD,100000,US,0,US,M
2025,SE,FT,Software Engineer,129000,USD,129000,US,0,US,M
2025,EN,FT,Analyst,83264,USD,83264,US,0,US,M
2025,MI,FT,Software Engineer,86649,USD,86649,US,0,US,M
2025,SE,FT,Director,250000,USD,250000,US,0,US,M
2025,MI,FT,Power BI,60000,CAD,42857,US,0,US,M
2025,EN,FT,Data Architect,85000,USD,85000,US,0,US,M
2025,MI,FT,Engineer,175000,USD,175000,US,0,US,M
2025,MI,FT,Software Engineer,258000,USD,258000,US,0,US,M
2025,SE,FT,Machine Learning Engineer,264200,USD,264200,US,0,US,M
2025,SE,FT,Software Engineer,117000,USD,117000,US,0,US,M
2025,SE,FT,Software Development Engineer,197600,USD,197600,US,0,US,M
2025,MI,FT,Manager,90000,GBP,113924,GB,0,GB,M
2025,MI,FT,Business Analyst,136600,USD,136600,US,0,US,M
2025,SE,FT,Researcher,119800,USD,119800,US,0,US,M
2025,MI,FT,Software Engineer,130600,USD,130600,US,0,US,M
2025,SE,FT,Software Engineer,188100,USD,188100,US,0,US,M
2025,SE,FT,Software Engineer,90440,GBP,114481,GB,0,GB,M
2025,SE,FT,Software Engineer,244000,USD,244000,US,0,US,M
2025,MI,FT,Data Analyst,61000,USD,61000,US,0,US,M
2025,SE,FT,Engineer,67700,USD,67700,US,0,US,M
2025,SE,FT,Member of Technical Staff,250000,USD,250000,US,0,US,M
2025,MI,FT,Research Scientist,212800,USD,212800,US,0,US,L
2025,MI,FT,DevOps Engineer,187000,USD,187000,US,0,US,M
2025,MI,FT,Data Manager,115000,USD,115000,US,0,US,M
2025,EN,FT,Software Engineer,108000,USD,108000,US,0,US,M
2025,MI,FT,Engineering Manager,212000,USD,212000,US,0,US,M
2025,SE,FT,Engineer,200000,USD,200000,US,0,US,M
2025,MI,FT,Postdoctoral Fellow,62700,USD,62700,US,0,US,M
2025,MI,FT,Machine Learning Engineer,168000,USD,168000,US,0,US,M
2025,SE,FT,Manager,204050,USD,204050,US,0,US,M
2025,SE,FT,Manager,170800,USD,170800,US,0,US,M
2025,SE,FT,Software Engineer,250000,USD,250000,US,0,US,M
2025,SE,FT,Product Designer,157600,USD,157600,US,0,US,M
2025,SE,FT,Manager,146675,USD,146675,US,0,US,M
2025,MI,FT,Machine Learning Engineer,141100,USD,141100,US,0,US,M
2025,SE,FT,Engineer,239900,USD,239900,US,0,US,M
2025,SE,FT,Manager,171600,USD,171600,CA,0,CA,M
2025,SE,FT,Data Scientist,101800,USD,101800,US,0,US,M
2025,SE,FT,Data Engineer,203000,USD,203000,US,0,US,M
2025,EN,FT,Analyst,38000,GBP,48101,GB,0,GB,M
2025,MI,FT,Machine Learning Engineer,240000,USD,240000,US,0,US,M
2025,MI,FT,Associate,206000,USD,206000,US,0,US,M
2025,SE,FT,Data Management Analyst,287600,USD,287600,US,0,US,M
2025,SE,FT,Platform Engineer,220000,USD,220000,US,0,US,M
2025,SE,FT,Manager,140000,USD,140000,US,0,US,M
2025,SE,FT,Data Scientist,94220,USD,94220,CA,0,CA,M
2025,SE,FT,Engineer,139100,USD,139100,US,0,US,M
2025,SE,FT,Data Analyst,51860,GBP,65645,GB,0,GB,M
2025,SE,FT,Data Management,237100,USD,237100,US,0,US,M
2025,SE,FT,Data Scientist,217400,USD,217400,US,0,US,M
2025,SE,FT,Engineer,169500,USD,169500,US,0,US,M
2025,MI,FT,Manager,108320,USD,108320,US,0,US,M
2025,SE,FT,Software Engineer,241900,USD,241900,US,0,US,M
2025,SE,FT,Engineer,188250,USD,188250,US,0,US,M
2025,EN,FT,Data Analyst,52000,USD,52000,US,0,US,M
2025,MI,FT,Data Scientist,99000,USD,99000,US,0,US,M
2025,SE,FT,Software Engineer,325000,GBP,411392,GB,0,GB,M
2025,SE,FT,Data Scientist,56448,EUR,59418,AT,0,AT,M
2025,MI,FT,Associate,160000,USD,160000,US,0,US,M
2025,SE,FT,Solutions Engineer,151000,USD,151000,US,0,US,M
2025,SE,FT,Data Architect,135000,USD,135000,US,0,US,M
2025,SE,FT,Data Scientist,158600,USD,158600,US,0,US,M
2025,MI,FT,Software Engineer,460000,USD,460000,US,0,US,M
2025,SE,FT,Software Engineer,144200,USD,144200,US,0,US,M
2025,SE,FT,Data Architect,143750,USD,143750,US,0,US,M
2025,EN,FT,Data Analyst,81359,USD,81359,CA,0,CA,M
2025,MI,FT,Data Engineer,30000,GBP,37974,GB,0,GB,M
2025,EN,FT,Data Analyst,98125,USD,98125,US,0,US,M
2025,SE,FT,Software Engineer,143000,USD,143000,US,0,US,M
2025,SE,FT,Data Analyst,68700,USD,68700,US,0,US,M
2025,SE,FT,Machine Learning Engineer,160700,USD,160700,US,0,US,M
2025,MI,FT,Associate,150000,USD,150000,US,0,US,M
2025,EN,FT,Data Scientist,132000,USD,132000,US,0,US,M
2025,SE,FT,Product Designer,305000,USD,305000,US,0,US,M
2025,SE,FT,Data Governance Manager,181400,USD,181400,US,0,US,M
2025,EN,FT,Analytics Engineer,52000,USD,52000,US,0,US,M
2025,SE,FT,Engineer,139000,USD,139000,US,0,US,M
2025,MI,FT,Machine Learning Scientist,130000,USD,130000,US,0,US,M
2025,EN,FT,Data Analyst,112000,USD,112000,US,0,US,M
2025,MI,FT,Data Scientist,96400,USD,96400,US,0,US,M
2025,SE,FT,Consultant,111100,USD,111100,US,0,US,M
2025,EN,FT,Data Engineer,45000,EUR,47368,FR,0,FR,M
2025,SE,FT,Associate,112500,USD,112500,US,0,US,M
2025,EN,CT,Data Analyst,41500,GBP,52531,JM,0,JM,M
2025,SE,FT,Engineer,252900,USD,252900,US,0,US,M
2025,EX,FT,Director,110000,USD,110000,US,0,US,M
2025,SE,FT,Data Analyst,144200,USD,144200,US,0,US,M
2025,SE,FT,Developer,165000,USD,165000,US,0,US,M
2025,MI,FT,AI Engineer,160000,USD,160000,US,0,US,M
2025,MI,FT,Manager,150000,USD,150000,US,0,US,M
2025,SE,FT,Solutions Architect,239000,USD,239000,US,0,US,L
2025,MI,FT,Manager,105000,USD,105000,US,0,US,M
2025,SE,FT,Engineer,157000,USD,157000,US,0,US,M
2025,SE,FT,Software Engineer,90000,USD,90000,US,0,US,M
2025,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M
2025,MI,FT,Software Developer,79000,USD,79000,US,0,US,M
2025,SE,CT,Data Scientist,50000,EUR,52631,FR,0,FR,M
2025,SE,FT,Data Engineer,176000,USD,176000,CA,0,CA,M
2025,EX,FT,Data Analyst,208250,USD,208250,US,0,US,M
2025,MI,FT,Data Scientist,121900,USD,121900,US,0,US,M
2025,SE,FT,Data Analyst,168750,USD,168750,US,0,US,M
2025,SE,FT,Data Engineer,190000,USD,190000,US,0,US,M
2025,SE,FT,Systems Engineer,86600,USD,86600,US,0,US,M
2025,SE,FT,Engineer,300000,USD,300000,US,0,US,M
2025,SE,FT,Manager,126383,USD,126383,CA,0,CA,M
2025,SE,FT,Engineer,162000,USD,162000,US,0,US,M
2025,SE,FT,Manager,159100,USD,159100,US,0,US,M
2025,EX,FT,AI Engineer,256000,USD,256000,US,0,US,M
2025,MI,FT,Engineer,190000,USD,190000,US,0,US,M
2025,SE,FT,Engineer,280000,USD,280000,US,0,US,M
2025,SE,FT,Data Analyst,80000,USD,80000,US,0,US,M
2025,MI,FT,Data Scientist,127000,USD,127000,US,0,US,M
2025,SE,FT,Data Architect,230000,USD,230000,US,0,US,M
2025,SE,FT,Data Analyst,109700,USD,109700,US,0,US,M
2025,MI,FT,Manager,238500,USD,238500,US,0,US,M
2025,SE,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
2025,MI,FT,Data Engineer,160000,USD,160000,US,0,US,M
2025,MI,FT,Engineer,107000,USD,107000,US,0,US,M
2025,EN,FT,Quantitative Analyst,181000,USD,181000,US,0,US,M
2025,MI,FT,Associate,77000,USD,77000,US,0,US,M
2025,SE,FT,Engineer,42000,USD,42000,EG,0,EG,M
2025,MI,FT,Data Management Specialist,119600,USD,119600,US,0,US,M
2025,SE,FT,Software Engineer,217000,USD,217000,US,0,US,M
2025,MI,FT,Software Engineer,36130,GBP,45734,GB,0,GB,M
2025,SE,FT,Data Scientist,120900,USD,120900,US,0,US,M
2025,SE,FT,Data Engineer,147000,USD,147000,US,0,US,M
2025,SE,FT,Director,192000,USD,192000,US,0,US,M
2025,SE,FT,Data Specialist,120000,USD,120000,US,0,US,M
2025,SE,FT,Software Engineer,132000,USD,132000,US,0,US,M
2025,SE,FT,Software Engineer,252000,USD,252000,US,0,US,M
2025,MI,FT,Research Scientist,153925,USD,153925,US,0,US,M
2025,MI,FT,Data Engineer,172000,USD,172000,US,0,US,M
2025,SE,FT,Data Scientist,145000,USD,145000,US,0,US,M
2025,SE,FT,Product Manager,198000,USD,198000,US,0,US,M
2025,SE,FT,Quantitative Analyst,130000,USD,130000,US,0,US,M
2025,EN,FT,Data Management,76800,USD,76800,AU,0,AU,M
2025,MI,FT,Consultant,160000,USD,160000,US,0,US,M
2025,MI,FT,Data Engineer,70000,EUR,73684,FR,0,FR,M
2025,MI,FT,Data Engineer,220700,USD,220700,US,0,US,M
2025,SE,FT,Associate,158700,USD,158700,US,0,US,M
2025,SE,FT,Analyst,75000,USD,75000,US,0,US,M
2025,MI,FT,Data Scientist,231700,USD,231700,US,0,US,M
2025,SE,FT,Solutions Architect,240000,GBP,303797,GB,0,GB,M
2025,SE,FT,Engineering Manager,234700,USD,234700,US,0,US,M
2025,SE,FT,Manager,234000,USD,234000,US,0,US,M
2025,EN,FT,Data Analyst,56200,USD,56200,US,0,US,M
2025,SE,FT,Manager,230000,USD,230000,US,0,US,M
2025,SE,FT,Consultant,111111,USD,111111,US,0,US,M
2025,SE,FT,Data Integrator,113000,USD,113000,US,0,US,M
2025,MI,FT,AI Engineer,150000,USD,150000,US,0,US,M
2025,SE,FT,Data Lead,147400,USD,147400,US,0,US,M
2025,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
2025,SE,FT,Software Engineer,264000,USD,264000,US,0,US,M
2025,SE,FT,Data Engineer,164600,USD,164600,US,0,US,M
2025,SE,FT,Data Architect,207000,USD,207000,US,0,US,M
2025,SE,FT,Software Engineer,117200,USD,117200,US,0,US,M
2025,SE,FT,Systems Engineer,226900,USD,226900,US,0,US,M
2025,SE,FT,Developer,135000,USD,135000,US,0,US,M
2025,EN,FT,Data Analyst,60300,USD,60300,US,0,US,M
2025,MI,FT,Product Manager,210000,USD,210000,US,0,US,M
2025,MI,FT,Engineer,116424,USD,116424,US,0,US,M
2025,MI,FT,Data Management Specialist,46350,USD,46350,US,0,US,M
2025,SE,FT,Data Engineer,312200,USD,312200,US,0,US,M
2025,SE,FT,Applied Scientist,504000,PLN,123832,PL,0,PL,M
2025,MI,FT,Researcher,175000,USD,175000,US,0,US,M
2025,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M
2025,SE,FT,Data Analytics Lead,75880,USD,75880,CA,0,CA,M
2025,MI,FT,Software Engineer,130000,USD,130000,US,0,US,M
2025,SE,FT,Software Engineer,154450,USD,154450,US,0,US,M
2025,MI,CT,Data Engineer,120000,USD,120000,US,0,US,M
2025,EN,FT,Engineer,178392,USD,178392,US,0,US,M
2025,MI,FT,Postdoctoral Research Fellow,70000,USD,70000,CA,0,CA,M
2025,SE,FT,Engineer,101996,USD,101996,US,0,US,M
2025,SE,FT,Data Engineer,94800,USD,94800,US,0,US,M
2025,SE,FT,Data Engineer,153000,USD,153000,US,0,US,L
2025,MI,FT,Data Analytics Manager,128300,USD,128300,US,0,US,M
2025,EN,FT,Data Engineer,50000,USD,50000,US,0,US,M
2025,MI,FT,Software Engineer,135000,USD,135000,US,0,US,M
2025,MI,FT,Data Engineer,173000,USD,173000,US,0,US,M
2025,SE,FT,Data Scientist,116950,USD,116950,US,0,US,M
2025,MI,FT,Data Engineer,123000,USD,123000,US,0,US,M
2025,SE,FT,Data Analyst,100000,GBP,126582,GB,0,GB,M
2025,SE,FT,Solutions Engineer,217100,USD,217100,US,0,US,M
2025,EN,FT,Analyst,75000,USD,75000,US,0,US,M
2025,EN,FT,Manager,180000,USD,180000,US,0,US,M
2025,SE,FT,Product Manager,275000,USD,275000,US,0,US,M
2025,MI,FT,Manager,115700,USD,115700,US,0,US,M
2025,SE,FT,Software Engineer,162000,USD,162000,US,0,US,M
2025,SE,FT,Machine Learning Engineer,192000,USD,192000,US,0,US,M
2025,SE,FT,Analytics Engineer,189000,USD,189000,US,0,US,M
2025,SE,FT,Architect,244560,USD,244560,US,0,US,M
2025,SE,FT,Machine Learning Specialist,225000,USD,225000,US,0,US,M
2025,SE,FT,Data Scientist,138911,USD,138911,US,0,US,M
2025,SE,FT,Data Scientist,244685,USD,244685,US,0,US,M
2025,EN,FT,Research Scientist,60000,USD,60000,US,0,US,M
2025,SE,FT,Associate,117300,USD,117300,US,0,US,M
2025,MI,FT,Statistician,101500,USD,101500,US,0,US,M
2025,EN,FT,Analyst,45000,GBP,56962,GB,0,GB,M
2025,SE,FT,Data Engineer,129400,USD,129400,US,0,US,M
2025,SE,FT,Software Engineer,190000,USD,190000,US,0,US,M
2025,MI,FT,Software Engineer,141000,USD,141000,US,0,US,M
2025,MI,FT,Data Analyst,49849,GBP,63100,US,0,US,M
2025,SE,FT,Manager,255360,USD,255360,US,0,US,M
2025,SE,FT,Data Engineer,113200,USD,113200,US,0,US,M
2025,MI,FT,Data Scientist,186000,USD,186000,US,0,US,M
2025,SE,FT,Data Architect,223650,USD,223650,US,0,US,M
2025,MI,FT,Manager,92560,USD,92560,US,0,US,M
2025,SE,FT,Manager,176500,USD,176500,US,0,US,M
2025,SE,FT,Software Engineer,175800,USD,175800,US,0,US,M
2025,EN,FT,Analyst,80000,USD,80000,US,0,US,M
2025,EN,FT,Analyst,115200,USD,115200,CA,0,CA,M
2025,SE,FT,Engineer,110098,USD,110098,US,0,US,M
2025,SE,FT,Data Architect,160000,USD,160000,US,0,US,M
2025,SE,FT,Data Analyst,65400,USD,65400,CA,0,CA,M
2025,SE,FT,Manager,278900,USD,278900,US,0,US,M
2025,MI,FT,Postdoctoral Researcher,173000,USD,173000,US,0,US,M
2025,MI,FT,Manager,199000,USD,199000,US,0,US,M
2025,MI,FT,Data Scientist,160000,USD,160000,US,0,US,M
2025,SE,FT,Machine Learning Engineer,355000,USD,355000,US,0,US,M
2025,MI,FT,Software Engineer,138000,USD,138000,US,0,US,M
2025,SE,FT,Manager,196123,USD,196123,US,0,US,M
2025,SE,FT,Software Engineer,86900,USD,86900,US,0,US,M
2025,MI,FT,Manager,140000,USD,140000,US,0,US,M
2025,MI,FT,Product Manager,183000,USD,183000,US,0,US,M
2025,SE,FT,Analyst,68640,USD,68640,US,0,US,M
2025,SE,FT,Machine Learning Engineer,364320,USD,364320,US,0,US,M
2025,SE,FT,Data Analysis,98480,USD,98480,US,0,US,M
2025,MI,FT,Engineer,160000,USD,160000,US,0,US,M
2025,SE,FT,Prompt Engineer,255000,USD,255000,US,0,US,M
2025,SE,FT,Product Manager,164500,USD,164500,US,0,US,M
2025,MI,FT,Software Engineer,102756,USD,102756,US,0,US,M
2025,EN,FT,Analyst,69661,USD,69661,US,0,US,M
2025,EN,FT,Data Engineer,60600,EUR,63789,NL,0,NL,M
2025,SE,FT,Data Architect,220220,USD,220220,US,0,US,M
2025,SE,FT,Associate,120000,USD,120000,US,0,US,M
2025,EN,FT,Analyst,114700,USD,114700,US,0,US,M
2025,EN,FT,Analyst,87200,USD,87200,US,0,US,M
2025,EN,FT,Data Analyst,110000,USD,110000,US,0,US,M
2025,SE,FT,Product Manager,132000,USD,132000,US,0,US,M
2025,SE,FT,Developer,65800,USD,65800,US,0,US,M
2025,SE,FT,Engineer,221700,USD,221700,US,0,US,M
2025,SE,FT,Analyst,96480,USD,96480,US,0,US,M
2025,MI,FT,Data Visualization Specialist,123050,USD,123050,US,0,US,M
2025,SE,FT,Software Engineer,389500,USD,389500,US,0,US,M
2025,SE,FT,AI Engineer,250000,USD,250000,US,0,US,M
2025,SE,FT,Machine Learning Engineer,212800,USD,212800,US,0,US,M
2025,EX,FT,Executive,274327,USD,274327,US,0,US,M
2025,MI,FT,Manager,165000,USD,165000,US,0,US,M
2025,MI,FT,Software Engineer,171000,USD,171000,US,0,US,M
2025,SE,FT,Business Intelligence Analyst,176000,USD,176000,US,0,US,M
2025,SE,FT,Analytics Engineer,168000,USD,168000,US,0,US,M
2025,SE,FT,Consultant,115000,USD,115000,US,0,US,M
2025,MI,FT,AI Engineer,85000,USD,85000,US,0,US,M
2025,MI,FT,Manager,202998,USD,202998,US,0,US,M
2025,SE,FT,System Engineer,142000,USD,142000,US,0,US,M
2025,SE,FT,Data Architect,155000,USD,155000,US,0,US,M
2025,SE,FT,AI Engineer,161700,USD,161700,US,0,US,M
2025,MI,FT,Data Engineer,125011,USD,125011,AU,0,AU,M
2025,MI,FT,Data Engineer,203000,USD,203000,US,0,US,M
2025,MI,FT,Consultant,140000,USD,140000,US,0,US,M
2025,SE,FT,Engineer,223676,USD,223676,US,0,US,M
2025,SE,FT,Solutions Architect,148000,USD,148000,US,0,US,M
2025,SE,FT,Software Developer,100000,USD,100000,CA,0,CA,M
2025,EN,PT,Software Engineer,54000,USD,54000,US,0,US,M
2025,SE,FT,Software Engineer,325000,USD,325000,US,0,US,M
2025,SE,FT,Engineer,142000,USD,142000,US,0,US,M
2025,SE,FT,Data Scientist,280000,USD,280000,US,0,US,M
2025,MI,FT,Analytics Manager,226000,USD,226000,US,0,US,M
2025,SE,FT,Data Scientist,247600,USD,247600,US,0,US,L
2025,SE,FT,Software Engineer,205000,USD,205000,US,0,US,M
2025,EN,FT,BI Analyst,90000,USD,90000,US,0,US,M
2025,MI,FT,Research Scientist,225000,USD,225000,NL,0,NL,M
2025,SE,FT,Software Engineer,170000,USD,170000,US,0,US,M
2025,MI,FT,Machine Learning Engineer,143100,USD,143100,US,0,US,M
2025,SE,FT,Engineer,92400,USD,92400,US,0,US,M
2025,SE,FT,Data Engineer,227900,USD,227900,US,0,US,M
2025,SE,FT,Business Analyst,85000,USD,85000,US,0,US,M
2025,MI,FT,Data Scientist,212800,USD,212800,US,0,US,L
2025,SE,FT,Analyst,120000,USD,120000,US,0,US,M
2025,SE,FT,AI Engineer,304200,USD,304200,US,0,US,M
2025,SE,FT,Data Analyst,115900,USD,115900,US,0,US,M
2025,MI,FT,Data Manager,61253,EUR,64476,IE,0,IE,M
2025,SE,FT,MLOps Engineer,141600,USD,141600,CA,0,CA,M
2025,SE,FT,Data Architect,175000,USD,175000,US,0,US,M
2025,SE,FT,Software Architect,188200,USD,188200,US,0,US,M
2025,SE,FT,Manager,163200,USD,163200,CA,0,CA,M
2025,MI,FT,Consultant,100000,USD,100000,US,0,US,M
2025,MI,FT,Solutions Engineer,94300,USD,94300,US,0,US,M
2025,SE,FT,Data Scientist,189175,USD,189175,US,0,US,M
2025,SE,FT,Applied Scientist,97500,USD,97500,US,0,US,M
2025,SE,FT,Technical Writer,100000,USD,100000,US,0,US,M
2025,SE,FT,Data Analyst,222600,USD,222600,US,0,US,M
2025,MI,FT,Forward Deployed Engineer,137000,USD,137000,US,0,US,M
2025,SE,FT,Technical Lead,159500,USD,159500,US,0,US,M
2025,SE,FT,Software Engineer,448000,USD,448000,US,0,US,M
2025,SE,FT,Director,354800,USD,354800,US,0,US,M
2025,SE,FT,Data Management Lead,136800,USD,136800,CA,0,CA,M
2025,EN,FT,Software Engineer,36000,USD,36000,US,0,US,M
2025,MI,FT,Software Engineer,180000,USD,180000,US,0,US,M
2025,MI,FT,Data Scientist,80000,USD,80000,US,0,US,M
2025,SE,FT,Software Engineer,140000,USD,140000,US,0,US,M
2025,SE,FT,Software Engineer,248000,USD,248000,US,0,US,M
2025,EN,FT,Data Analyst,85000,USD,85000,US,0,US,M
2025,EN,FT,Platform Engineer,94676,USD,94676,US,0,US,M
2025,SE,FT,Data Scientist,133100,USD,133100,US,0,US,M
2025,SE,FT,Software Engineer,390000,GBP,493670,GB,0,GB,M
2025,SE,FT,Manager,133100,USD,133100,US,0,US,M
2025,MI,FT,Manager,197200,USD,197200,US,0,US,M
2025,EX,FT,Director,272300,USD,272300,US,0,US,M
2025,EN,FT,Research Analyst,77260,USD,77260,US,0,US,M
2025,SE,FT,Data Analyst,107635,USD,107635,US,0,US,M
2025,SE,FT,Software Developer,96800,USD,96800,US,0,US,M
2025,MI,FT,Research Assistant,60000,USD,60000,US,0,US,M
2025,SE,FT,Research Scientist,167200,USD,167200,US,0,US,M
2025,SE,FT,Data Scientist,184500,USD,184500,US,0,US,M
2025,SE,FT,Analyst,71070,USD,71070,CA,0,CA,M
2025,MI,FT,Systems Engineer,405000,USD,405000,US,0,US,M
2025,MI,FT,Engineer,55000,USD,55000,CA,0,CA,M
2025,SE,FT,Engineer,91520,USD,91520,US,0,US,M
2025,SE,FT,Software Engineer,107100,USD,107100,US,0,US,M
2025,MI,FT,Developer,108643,USD,108643,CA,0,CA,M
2025,MI,FT,Data Analyst,140000,USD,140000,US,0,US,M
2025,MI,FT,Software Developer,223400,USD,223400,CA,0,CA,M
2025,EN,FT,Data Analyst,132700,USD,132700,US,0,US,M
2025,SE,FT,AI Engineer,241000,USD,241000,US,0,US,M
2025,MI,FT,Research Engineer,109300,USD,109300,US,0,US,M
2025,SE,FT,Data Product Manager,190575,USD,190575,US,0,US,M
2025,SE,FT,Research Engineer,100000,USD,100000,US,0,US,M
2025,MI,FT,Manager,120000,USD,120000,US,0,US,M
2025,SE,FT,Technical Writer,125000,USD,125000,US,0,US,M
2025,SE,FT,Principal Engineer,154000,USD,154000,US,0,US,M
2025,SE,FT,Data Governance Specialist,89700,USD,89700,CA,0,CA,M
2025,MI,FT,Manager,157800,USD,157800,US,0,US,M
2025,EN,FT,Analyst,78000,USD,78000,US,0,US,M
2025,SE,FT,Manager,119900,USD,119900,CA,0,CA,M
2025,EN,FT,Analyst,75804,USD,75804,GB,0,GB,M
2025,SE,FT,Software Engineer,300000,USD,300000,US,0,US,M
2025,SE,FT,Software Engineer,304200,USD,304200,US,0,US,M
2025,MI,FT,Manager,38400,EUR,40421,LT,0,LT,M
2025,SE,FT,AI Solutions Lead,125900,USD,125900,US,0,US,M
2025,SE,FT,Analyst,126000,USD,126000,CA,0,CA,M
2025,MI,FT,Data Scientist,51276,EUR,53974,NL,0,NL,M
2025,EN,FT,Data Visualization Designer,53064,EUR,55856,FR,0,FR,M
2025,SE,FT,Manager,101000,USD,101000,CA,0,CA,M
2025,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,M
2025,SE,FT,Data Engineer,107800,USD,107800,US,0,US,M
2025,MI,FT,Data Management Analyst,105800,USD,105800,US,0,US,M
2025,SE,FT,Data Analytics Lead,188640,USD,188640,US,0,US,M
2025,EN,FT,Data Analyst,125000,USD,125000,US,0,US,M
2025,SE,FT,Data Engineer,240000,USD,240000,CA,0,CA,M
2025,SE,FT,Data Engineer,127000,USD,127000,US,0,US,M
2025,MI,FT,Manager,286000,USD,286000,US,0,US,L
2025,MI,FT,Manager,76200,USD,76200,US,0,US,M
2025,SE,FT,Engineer,250000,USD,250000,US,0,US,M
2025,SE,FT,Engineer,115000,USD,115000,US,0,US,M
2025,MI,FT,Developer,210000,USD,210000,US,0,US,M
2025,EX,FT,Associate,150000,USD,150000,US,0,US,M
2025,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L
2025,MI,FT,Data Analyst,85000,USD,85000,US,0,US,M
